League,Season,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2019-2020,396,Jack Rodwell,eng ENG,MF,Sheffield Utd,28,1991,1,0,16,0.2,0,0,0,0,0,0,0
EPL,2019-2020,397,Marcos Rojo,ar ARG,DF,Manchester Utd,29,1990,3,1,122,1.4,0,0,0,0,0,1,0
EPL,2019-2020,398,Oriol Romeu,es ESP,MF,Southampton,27,1991,30,20,"1,860",20.7,0,0,0,0,0,5,0
EPL,2019-2020,399,Danny Rose,eng ENG,DF,Tottenham,29,1990,12,10,893,9.9,0,0,0,0,0,5,0
EPL,2019-2020,400,Danny Rose,eng ENG,DF,Newcastle Utd,29,1990,11,10,863,9.6,0,0,0,0,0,2,0
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2019-2020,401,Antonio Rüdiger,de GER,DF,Chelsea,26,1993,20,19,"1,710",19.0,2,0,2,0,0,3,0
EPL,2019-2020,402,Lukas Rupp,de GER,"FW,MF",Norwich City,28,1991,12,8,695,7.7,0,0,0,0,0,1,0
EPL,2019-2020,403,Mathew Ryan,au AUS,GK,Brighton,27,1992,38,38,"3,420",38.0,0,0,0,0,0,0,0
EPL,2019-2020,404,Allan Saint-Maximin,fr FRA,"MF,FW",Newcastle Utd,22,1997,26,23,"1,863",20.7,3,4,3,0,0,0,0
EPL,2019-2020,405,Romain Saïss,ma MAR,DF,Wolves,29,1990,33,31,"2,705",30.1,2,1,2,0,0,12,1
EPL,2019-2020,406,Bukayo Saka,eng ENG,"DF,FW",Arsenal,17,2001,26,19,"1,753",19.5,1,5,1,0,0,6,0
EPL,2019-2020,407,Mamadou Sakho,fr FRA,DF,Crystal Palace,29,1990,14,11,931,10.3,0,0,0,0,0,1,1
EPL,2019-2020,408,Mohamed Salah,eg EGY,FW,Liverpool,27,1992,34,33,"2,876",32.0,19,10,16,3,3,1,0
EPL,2019-2020,409,Mbwana Samatta,tz TAN,FW,Aston Villa,26,1992,14,11,943,10.5,1,0,1,0,0,1,0
EPL,2019-2020,410,Carlos Sánchez,co COL,"MF,DF",West Ham,33,1986,6,1,117,1.3,0,0,0,0,0,0,0
EPL,2019-2020,411,Davinson Sánchez,co COL,DF,Tottenham,23,1996,29,27,"2,431",27.0,0,0,0,0,0,6,0
EPL,2019-2020,412,Leroy Sané,de GER,FW,Manchester City,23,1996,1,0,12,0.1,0,0,0,0,0,0,0
EPL,2019-2020,413,Ismaila Sarr,sn SEN,"FW,MF",Watford,21,1998,28,22,"2,028",22.5,5,4,5,0,0,1,0
EPL,2019-2020,414,Fabian Schär,ch SUI,"DF,MF",Newcastle Utd,27,1991,22,18,"1,672",18.6,2,0,2,0,0,5,0
EPL,2019-2020,415,Ezequiel Schelotto,it ITA,DF,Brighton,30,1989,8,4,361,4.0,0,0,0,0,0,2,0
EPL,2019-2020,416,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,26,1992,17,11,"1,036",11.5,3,1,3,0,0,2,0
EPL,2019-2020,417,Kasper Schmeichel,dk DEN,GK,Leicester City,32,1986,38,38,"3,420",38.0,0,0,0,0,0,2,0
EPL,2019-2020,418,Morgan Schneiderlin,fr FRA,MF,Everton,29,1989,15,12,"1,001",11.1,0,0,0,0,0,6,1
EPL,2019-2020,419,Ryan Sessegnon,eng ENG,DF,Tottenham,19,2000,6,4,342,3.8,0,0,0,0,0,0,0
EPL,2019-2020,420,Xherdan Shaqiri,ch SUI,FW,Liverpool,27,1991,7,2,185,2.1,1,0,1,0,0,0,0
EPL,2019-2020,421,Billy Sharp,eng ENG,FW,Sheffield Utd,33,1986,25,10,"1,051",11.7,3,2,3,0,0,1,1
EPL,2019-2020,422,Luke Shaw,eng ENG,DF,Manchester Utd,24,1995,24,20,"1,733",19.3,0,0,0,0,0,7,0
EPL,2019-2020,423,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,27,1992,26,25,"2,119",23.5,6,2,6,0,0,3,0
EPL,2019-2020,424,Djibril Sidibé,fr FRA,DF,Everton,27,1992,25,18,"1,824",20.3,0,4,0,0,0,3,0
EPL,2019-2020,425,Gylfi Sigurðsson,is ISL,MF,Everton,29,1989,35,28,"2,560",28.4,2,3,1,1,1,3,0
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2019-2020,426,Bernardo Silva,pt POR,"FW,MF",Manchester City,24,1994,34,23,"2,030",22.6,6,7,6,0,0,5,0
EPL,2019-2020,427,David Silva,es ESP,MF,Manchester City,33,1986,27,22,"1,826",20.3,6,10,6,0,0,0,0
EPL,2019-2020,428,Jack Simpson,eng ENG,DF,Bournemouth,22,1996,4,1,241,2.7,0,0,0,0,0,0,0
EPL,2019-2020,429,Moussa Sissoko,fr FRA,MF,Tottenham,29,1989,29,28,"2,452",27.2,2,1,2,0,0,8,0
EPL,2019-2020,430,Oliver Skipp,eng ENG,"MF,DF",Tottenham,18,2000,7,1,77,0.9,0,0,0,0,0,0,0
EPL,2019-2020,431,William Smallbone,ie IRL,MF,Southampton,19,2000,9,4,393,4.4,0,2,0,0,0,0,0
EPL,2019-2020,432,Adam Smith,eng ENG,DF,Bournemouth,28,1991,24,24,"2,055",22.8,0,1,0,0,0,7,0
EPL,2019-2020,433,Emile Smith-Rowe,eng ENG,MF,Arsenal,19,2000,2,1,97,1.1,0,0,0,0,0,0,0
EPL,2019-2020,434,Robert Snodgrass,sco SCO,"MF,FW",West Ham,31,1987,24,17,"1,509",16.8,5,5,5,0,0,4,0
EPL,2019-2020,435,Cédric Soares,pt POR,DF,Southampton,27,1991,16,16,"1,306",14.5,0,1,0,0,0,1,0
EPL,2019-2020,436,Cédric Soares,pt POR,DF,Arsenal,27,1991,5,3,249,2.8,1,0,1,0,0,0,0
EPL,2019-2020,437,Dominic Solanke,eng ENG,"FW,MF",Bournemouth,21,1997,32,17,"1,651",18.3,3,1,3,0,0,1,0
EPL,2019-2020,438,Tomáš Souček,cz CZE,MF,West Ham,24,1995,13,12,"1,040",11.6,3,0,3,0,0,0,0
EPL,2019-2020,439,Çağlar Söyüncü,tr TUR,DF,Leicester City,23,1996,34,34,"3,036",33.7,1,1,1,0,0,4,1
EPL,2019-2020,440,Dennis Srbeny,de GER,"MF,FW",Norwich City,25,1994,8,0,47,0.5,1,0,1,0,0,0,0
EPL,2019-2020,441,Jack Stacey,eng ENG,DF,Bournemouth,23,1996,19,17,"1,549",17.2,0,2,0,0,0,2,0
EPL,2019-2020,442,Junior Stanislas,eng ENG,"MF,DF",Bournemouth,29,1989,15,7,712,7.9,3,0,2,1,1,1,0
EPL,2019-2020,443,Jed Steer,eng ENG,GK,Aston Villa,26,1992,1,1,7,0.1,0,0,0,0,0,0,0
EPL,2019-2020,444,Dale Stephens,eng ENG,MF,Brighton,30,1989,33,28,"2,530",28.1,0,1,0,0,0,8,0
EPL,2019-2020,445,Jack Stephens,eng ENG,DF,Southampton,25,1994,28,27,"2,451",27.2,1,3,1,0,0,4,1
EPL,2019-2020,446,Raheem Sterling,eng ENG,FW,Manchester City,24,1994,33,30,"2,651",29.5,20,1,20,0,2,5,0
EPL,2019-2020,447,Enda Stevens,ie IRL,DF,Sheffield Utd,29,1990,38,38,"3,345",37.2,2,4,2,0,0,7,0
EPL,2019-2020,448,Marco Stiepermann,de GER,MF,Norwich City,28,1991,24,14,"1,180",13.1,0,0,0,0,0,6,0
EPL,2019-2020,449,John Stones,eng ENG,DF,Manchester City,25,1994,16,12,"1,122",12.5,0,0,0,0,0,0,0
EPL,2019-2020,450,Isaac Success,ng NGA,"FW,MF",Watford,23,1996,5,0,70,0.8,0,0,0,0,0,1,0
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2019-2020,451,Ki Sung-yueng,kr KOR,MF,Newcastle Utd,30,1989,3,1,137,1.5,0,0,0,0,0,0,0
EPL,2019-2020,452,Andrew Surman,eng ENG,MF,Bournemouth,32,1986,5,2,235,2.6,0,0,0,0,0,1,0
EPL,2019-2020,453,Sam Surridge,eng ENG,FW,Bournemouth,21,1998,4,0,27,0.3,0,0,0,0,0,0,0
EPL,2019-2020,454,Japhet Tanganga,eng ENG,DF,Tottenham,20,1999,6,6,525,5.8,0,0,0,0,0,1,0
EPL,2019-2020,455,Matt Targett,eng ENG,DF,Aston Villa,23,1995,28,27,"2,291",25.5,1,2,1,0,0,4,0
EPL,2019-2020,456,James Tarkowski,eng ENG,DF,Burnley,26,1992,38,38,"3,420",38.0,2,2,2,0,0,10,0
EPL,2019-2020,457,Charlie Taylor,eng ENG,DF,Burnley,25,1993,24,22,"1,945",21.6,0,1,0,0,0,3,0
EPL,2019-2020,458,Neil Taylor,wal WAL,DF,Aston Villa,30,1989,14,11,"1,091",12.1,0,0,0,0,0,2,0
EPL,2019-2020,459,Nathan Tella,eng ENG,FW,Southampton,20,1999,1,0,3,0.0,0,0,0,0,0,0,0
EPL,2019-2020,460,Alexander Tettey,no NOR,"MF,DF",Norwich City,33,1986,30,28,"2,338",26.0,1,1,1,0,0,5,0
EPL,2019-2020,461,Jordan Thomas,eng ENG,FW,Norwich City,18,2001,1,0,1,0.0,0,0,0,0,0,0,0
EPL,2019-2020,462,Luke Thomas,eng ENG,DF,Leicester City,18,2001,3,3,267,3.0,0,1,0,0,0,0,0
EPL,2019-2020,463,Max Thompson,eng ENG,FW,Burnley,17,2002,1,0,3,0.0,0,0,0,0,0,0,0
EPL,2019-2020,464,Youri Tielemans,be BEL,MF,Leicester City,22,1997,37,32,"2,828",31.4,3,6,3,0,0,2,0
EPL,2019-2020,465,Kieran Tierney,sco SCO,DF,Arsenal,22,1997,15,12,989,11.0,1,1,1,0,0,2,0
EPL,2019-2020,466,James Tomkins,eng ENG,DF,Crystal Palace,30,1989,18,18,"1,582",17.6,1,1,1,0,0,5,0
EPL,2019-2020,467,Fikayo Tomori,eng ENG,DF,Chelsea,21,1997,15,15,"1,291",14.3,1,0,1,0,0,3,0
EPL,2019-2020,468,Lucas Torreira,uy URU,MF,Arsenal,23,1996,29,17,"1,512",16.8,1,1,1,0,0,7,0
EPL,2019-2020,469,Cenk Tosun,tr TUR,FW,Crystal Palace,28,1991,5,2,177,2.0,1,0,1,0,0,0,0
EPL,2019-2020,470,Cenk Tosun,tr TUR,FW,Everton,28,1991,5,2,291,3.2,1,0,1,0,0,0,0
EPL,2019-2020,471,Andros Townsend,eng ENG,MF,Crystal Palace,28,1991,24,14,"1,294",14.4,1,1,1,0,0,0,0
EPL,2019-2020,472,Adama Traoré,es ESP,"FW,MF",Wolves,23,1996,37,27,"2,605",28.9,4,9,4,0,0,1,0
EPL,2019-2020,473,Mark Travers,ie IRL,GK,Bournemouth,20,1999,1,1,90,1.0,0,0,0,0,0,0,0
EPL,2019-2020,474,Trézéguet,eg EGY,"FW,MF",Aston Villa,24,1994,34,20,"1,950",21.7,6,1,6,0,0,4,1
EPL,2019-2020,475,Leandro Trossard,be BEL,"FW,MF",Brighton,24,1994,31,22,"2,011",22.3,5,3,5,0,0,0,0
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2019-2020,476,Tom Trybull,de GER,MF,Norwich City,26,1993,16,14,"1,130",12.6,0,0,0,0,0,2,0
EPL,2019-2020,477,Axel Tuanzebe,eng ENG,DF,Manchester Utd,21,1997,5,2,189,2.1,0,0,0,0,0,0,0
EPL,2019-2020,478,Yan Valery,fr FRA,DF,Southampton,20,1999,11,10,779,8.7,0,0,0,0,0,1,0
EPL,2019-2020,479,Jesús Vallejo,es ESP,DF,Wolves,22,1997,2,1,163,1.8,0,0,0,0,0,1,0
EPL,2019-2020,480,Jamie Vardy,eng ENG,FW,Leicester City,32,1987,35,34,"3,033",33.7,23,5,19,4,5,2,0
EPL,2019-2020,481,Indiana Vassilev,us USA,"FW,MF",Aston Villa,18,2001,4,0,51,0.6,0,0,0,0,0,0,0
EPL,2019-2020,482,Jan Vertonghen,be BEL,DF,Tottenham,32,1987,23,19,"1,645",18.3,1,1,1,0,0,2,0
EPL,2019-2020,483,Jannik Vestergaard,dk DEN,DF,Southampton,26,1992,19,17,"1,497",16.6,1,0,1,0,0,3,0
EPL,2019-2020,484,Rúben Vinagre,pt POR,DF,Wolves,20,1999,16,6,652,7.2,0,0,0,0,0,1,0
EPL,2019-2020,485,Jake Vokins,eng ENG,DF,Southampton,19,2000,1,1,90,1.0,0,0,0,0,0,0,0
EPL,2019-2020,486,Mario Vrančić,ba BIH,MF,Norwich City,30,1989,20,6,636,7.1,1,0,1,0,0,3,0
EPL,2019-2020,487,Matěj Vydra,cz CZE,FW,Burnley,27,1992,19,7,819,9.1,2,1,2,0,0,0,0
EPL,2019-2020,488,Theo Walcott,eng ENG,"MF,FW",Everton,30,1989,25,17,"1,287",14.3,2,3,2,0,0,1,0
EPL,2019-2020,489,Kyle Walker,eng ENG,DF,Manchester City,29,1990,29,28,"2,392",26.6,1,4,1,0,0,5,0
EPL,2019-2020,490,Kyle Walker-Peters,eng ENG,DF,Southampton,22,1997,10,7,703,7.8,0,0,0,0,0,1,0
EPL,2019-2020,491,Kyle Walker-Peters,eng ENG,DF,Tottenham,22,1997,3,3,241,2.7,0,0,0,0,0,0,0
EPL,2019-2020,492,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,21,1997,35,34,"3,070",34.1,0,4,0,0,0,8,0
EPL,2019-2020,493,Victor Wanyama,ke KEN,MF,Tottenham,28,1991,2,0,25,0.3,0,0,0,0,0,1,0
EPL,2019-2020,494,Joel Ward,eng ENG,DF,Crystal Palace,29,1989,29,27,"2,382",26.5,0,0,0,0,0,4,0
EPL,2019-2020,495,James Ward-Prowse,eng ENG,"MF,DF",Southampton,24,1994,38,38,"3,420",38.0,5,3,4,1,3,9,0
EPL,2019-2020,496,Kelland Watts,eng ENG,DF,Newcastle Utd,19,1999,1,0,17,0.2,0,0,0,0,0,0,0
EPL,2019-2020,497,Adam Webster,eng ENG,DF,Brighton,24,1995,31,31,"2,668",29.6,3,1,3,0,0,4,0
EPL,2019-2020,498,Danny Welbeck,eng ENG,"FW,MF",Watford,28,1990,18,8,822,9.1,2,0,2,0,0,0,0
EPL,2019-2020,499,Ashley Westwood,eng ENG,MF,Burnley,29,1990,35,35,"3,150",35.0,2,6,2,0,0,9,0
EPL,2019-2020,500,Connor Wickham,eng ENG,"FW,MF",Crystal Palace,26,1993,6,0,96,1.1,1,1,1,0,0,0,0
EPL,2019-2020,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
EPL,2019-2020,501,Georginio Wijnaldum,nl NED,MF,Liverpool,28,1990,37,35,"2,935",32.6,4,0,4,0,0,0,0
EPL,2019-2020,502,Jetro Willems,nl NED,DF,Newcastle Utd,25,1994,19,18,"1,493",16.6,2,2,2,0,0,0,0
EPL,2019-2020,503,Brandon Williams,eng ENG,DF,Manchester Utd,18,2000,17,11,"1,006",11.2,1,0,1,0,0,6,0
EPL,2019-2020,504,Neco Williams,wal WAL,DF,Liverpool,18,2001,6,3,230,2.6,0,0,0,0,0,1,0
EPL,2019-2020,505,Willian,br BRA,FW,Chelsea,30,1988,36,29,"2,600",28.9,9,7,5,4,4,4,0
EPL,2019-2020,506,Joe Willock,eng ENG,"MF,FW",Arsenal,19,1999,29,8,857,9.5,1,1,1,0,0,2,0
EPL,2019-2020,507,Jack Wilshere,eng ENG,MF,West Ham,27,1992,8,2,215,2.4,0,0,0,0,0,0,0
EPL,2019-2020,508,Callum Wilson,eng ENG,FW,Bournemouth,27,1992,35,32,"2,908",32.3,8,1,8,0,0,10,0
EPL,2019-2020,509,Harry Wilson,wal WAL,"MF,FW",Bournemouth,22,1997,31,20,"1,646",18.3,7,0,7,0,0,2,0
EPL,2019-2020,510,Harry Winks,eng ENG,MF,Tottenham,23,1996,31,26,"2,221",24.7,0,0,0,0,0,9,0
EPL,2019-2020,511,Chris Wood,nz NZL,FW,Burnley,27,1991,32,29,"2,437",27.1,14,1,13,1,1,1,0
EPL,2019-2020,512,Granit Xhaka,ch SUI,MF,Arsenal,26,1992,31,30,"2,586",28.7,1,2,1,0,0,10,0
EPL,2019-2020,513,Andriy Yarmolenko,ua UKR,"MF,FW",West Ham,29,1989,23,10,991,11.0,5,1,5,0,0,2,0
EPL,2019-2020,514,DeAndre Yedlin,us USA,DF,Newcastle Utd,26,1993,16,10,938,10.4,1,0,1,0,0,3,0
EPL,2019-2020,515,Maya Yoshida,jp JPN,DF,Southampton,30,1988,8,6,560,6.2,0,0,0,0,0,1,0
EPL,2019-2020,516,Ashley Young,eng ENG,DF,Manchester Utd,34,1985,12,10,955,10.6,0,0,0,0,0,5,0
EPL,2019-2020,517,Pablo Zabaleta,ar ARG,DF,West Ham,34,1985,10,6,592,6.6,0,0,0,0,0,2,0
EPL,2019-2020,518,Wilfried Zaha,ci CIV,"MF,FW",Crystal Palace,26,1992,38,37,"3,280",36.4,4,3,4,0,0,5,0
EPL,2019-2020,519,Christoph Zimmermann,de GER,DF,Norwich City,26,1993,17,16,"1,430",15.9,0,1,0,0,0,3,0
EPL,2019-2020,520,Oleksandr Zinchenko,ua UKR,DF,Manchester City,22,1996,19,13,"1,276",14.2,0,0,0,0,0,2,1
EPL,2019-2020,521,Richairo Živković,nl NED,FW,Sheffield Utd,22,1996,5,0,112,1.2,0,0,0,0,0,0,0
EPL,2019-2020,522,Kurt Zouma,fr FRA,DF,Chelsea,24,1994,28,25,"2,344",26.0,0,0,0,0,0,6,0
